election,active_date,status,active_reason,committee_id
2012 Primary Election,09/29/2011,Active,System Generated / Primary or General Election,4653
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4653
2010 Primary Election,10/09/2009,Active,System Generated / Primary or General Election,4653
2008 General Election,06/19/2008,Active,Statement of Organization,4653
2008 Primary Election,01/10/2008,Active,Contribution to Active Candidate or Measure Committee,4653
2006 General Election,,Inactive,,4653
2006 Primary Election,,Inactive,,4653
2004 General Election,,Inactive,,4653
2004 Primary Election,,Inactive,,4653
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,5674
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5674
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5674
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5674
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5674
2012 General Election,09/07/2012,Active,System Generated / Primary or General Election,5674
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5674
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5674
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5674
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5674
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5674
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,4821
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4821
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4821
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4821
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4821
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4821
2012 Primary Election,09/22/2011,Active,Statement of Organization,4821
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4821
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4821
2008 General Election,06/30/2008,Active,Statement of Organization,4821
2008 Primary Election,01/11/2008,Active,Statement of Organization,4821
2004 General Election,,Inactive,,4821
2004 Primary Election,,Inactive,,4821
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,4301
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4301
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4301
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4301
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4301
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4301
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4301
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4301
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4301
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4301
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4301
2006 General Election,,Inactive,,4301
2006 Primary Election,,Inactive,,4301
2004 General Election,,Inactive,,4301
2004 Primary Election,,Inactive,,4301
2002 General Election,,Inactive,,4301
2002 Primary Election,,Inactive,,4301
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,5534
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,5534
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,5534
2014 General Election,06/30/2014,Active,Contribution to Active Candidate or Measure Committee,5534
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,5534
2012 General Election,08/01/2012,Active,Contribution to Active Candidate or Measure Committee,5534
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,5534
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,5534
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,5534
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5534
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,5534
2006 General Election,,Inactive,,5534
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,4312
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4312
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4312
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4312
2014 Primary Election,01/30/2014,Active,System Generated / Primary or General Election,4312
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4312
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,4312
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4312
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4312
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4312
2008 Primary Election,11/05/2007,Active,Statement of Organization,4312
2002 General Election,,Inactive,,4312
2002 Primary Election,,Inactive,,4312
